別紙　学部・研究科等組織ID一覧（2024年度）,,,,,
学部・研究科等組織ID,学校名,学部・研究科名称,所在地,課程区分,昼夜区分
1182-20-20-1M12-00-1,長野県看護大学,看護学部,長野,,昼間
1182-20-20-2M09-02-1,長野県看護大学,看護学研究科,長野,博士課程（前期）,昼間
1182-20-20-2M09-02-1,長野県看護大学,看護学研究科（博士課程(前期)）,長野,博士課程（前期）,昼間
1182-20-20-4M09-03-1,長野県看護大学,看護学研究科,長野,博士課程（後期）,昼間
1182-20-20-4M09-03-1,長野県看護大学,看護学研究科（博士課程(後期)）,長野,博士課程（後期）,昼間
1183-20-20-1C04-00-1,長野大学,社会福祉学部,長野,,昼間
1183-20-20-1C21-00-1,長野大学,企業情報学部,長野,,昼間
1183-20-20-1C36-01-1,長野大学,総合福祉（学）研究科,長野,修士課程,昼間
1183-20-20-1C36-01-1,長野大学,総合福祉学研究科,長野,修士課程,昼間
1183-20-20-1D01-00-1,長野大学,環境ツーリズム学部,長野,,昼間
1183-20-20-2C36-02-1,長野大学,総合福祉（学）研究科,長野,博士課程（前期）,昼間
1183-20-20-2C36-02-1,長野大学,総合福祉学研究科,長野,博士課程（前期）,昼間
1183-20-20-4C36-03-1,長野大学,総合福祉（学）研究科,長野,博士課程（後期）,昼間
1183-20-20-4C36-03-1,長野大学,総合福祉学研究科,長野,博士課程（後期）,昼間
1185-21-21-1M12-00-1,岐阜県立看護大学,看護学部,岐阜,,昼間
1185-21-21-2M09-02-1,岐阜県立看護大学,看護学研究科,岐阜,博士課程（前期）,昼間
1185-21-21-2M09-02-1,岐阜県立看護大学,看護学研究科（修業年限３年制）,岐阜,博士課程（前期）,昼間
1185-21-21-2M09-02-1,岐阜県立看護大学,看護学研究科（博士課程(前期)）,岐阜,博士課程（前期）,昼間
1185-21-21-4M09-03-1,岐阜県立看護大学,看護学研究科,岐阜,博士課程（後期）,昼間
1185-21-21-4M09-03-1,岐阜県立看護大学,看護学研究科（博士課程(後期)）,岐阜,博士課程（後期）,昼間
1186-21-21-2V13-02-1,情報科学芸術大学院大学,メディア表現研究科,岐阜,博士課程（前期）,昼間
1190-64-22-1A12-01-1,静岡県立大学,国際関係学研究科,静岡市,修士課程,昼間
1190-64-22-1A12-01-1,静岡県立大学,国際関係学研究科（修士課程）,静岡市,修士課程,昼間
1190-64-22-1C30-00-1,静岡県立大学,経営情報学部,静岡市,,昼間
1190-64-22-1M10-00-1,静岡県立大学,薬学部（４年制）,静岡市,,昼間
1190-64-22-1M12-00-1,静岡県立大学,看護学部,静岡市,,昼間
1190-64-22-1Q03-00-1,静岡県立大学,食品栄養科学部,静岡市,,昼間
1190-64-22-1X39-00-1,静岡県立大学,国際関係学部,静岡市,,昼間
1190-64-22-1Z99-00-1,静岡県立大学,いずれの学部にも所属しない聴講生・研究生等,静岡市,,昼間
1190-64-22-1Z99-00-1,静岡県立大学,聴講生,静岡市,,昼間
1190-64-22-2D51-02-1,静岡県立大学,経営情報イノベーション研究科,静岡市,博士課程（前期）,昼間
1190-64-22-2D51-02-1,静岡県立大学,経営情報イノベーション研究科（博士課程(前期)）,静岡市,博士課程（前期）,昼間
1190-64-22-2M09-02-1,静岡県立大学,看護学研究科,静岡市,博士課程（前期）,昼間
1190-64-22-2Z19-02-1,静岡県立大学,薬食生命科学総合学府,静岡市,博士課程（前期）,昼間
1190-64-22-2Z19-02-1,静岡県立大学,薬食生命科学総合学府（博士課程(前期)）,静岡市,博士課程（前期）,昼間
1190-64-22-4D51-03-1,静岡県立大学,経営情報イノベーション研究科,静岡市,博士課程（後期）,昼間
1190-64-22-4D51-03-1,静岡県立大学,経営情報イノベーション研究科（博士課程(後期)）,静岡市,博士課程（後期）,昼間
1190-64-22-4M09-03-1,静岡県立大学,看護学研究科,静岡市,博士課程（後期）,昼間
1190-64-22-4M48-00-1,静岡県立大学,薬学部（６年制）,静岡市,,昼間
1190-64-22-4Z19-03-1,静岡県立大学,薬食生命科学総合学府,静岡市,博士課程（後期）,昼間
1190-64-22-4Z19-03-1,静岡県立大学,薬食生命科学総合学府（博士課程(後期)）,静岡市,博士課程（後期）,昼間
1190-64-22-6Z19-04-1,静岡県立大学,薬食生命科学総合学府,静岡市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
1190-64-22-6Z19-04-1,静岡県立大学,薬食生命科学総合学府（４年制）,静岡市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
1190-64-22-6Z19-04-1,静岡県立大学,薬食生命科学総合学府（４年制）（博士課程(一貫)）,静岡市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
1190-64-22-6Z19-04-1,静岡県立大学,薬食生命科学総合学府（博士課程(一貫)）,静岡市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
1193-66-22-1V08-00-1,静岡文化芸術大学,デザイン学部,浜松市,,昼間
1193-66-22-1V15-01-1,静岡文化芸術大学,デザイン研究科,浜松市,修士課程,昼間
1193-66-22-1V15-01-1,静岡文化芸術大学,デザイン研究科（修士課程）,浜松市,修士課程,昼間
1193-66-22-1X84-00-1,静岡文化芸術大学,文化政策学部,浜松市,,昼間
1193-66-22-1Y29-01-1,静岡文化芸術大学,文化政策研究科,浜松市,修士課程,昼間
1193-66-22-1Y29-01-1,静岡文化芸術大学,文化政策研究科（修士課程）,浜松市,修士課程,昼間
1194-64-22-2M87-02-1,静岡社会健康医学大学院大学,社会健康医学研究科,静岡市,博士課程（前期）,昼間
1208-23-23-1V02-00-1,愛知県立芸術大学,美術学部,愛知,,昼間
1208-23-23-1V05-00-1,愛知県立芸術大学,音楽学部,愛知,,昼間
1208-23-23-2V03-02-1,愛知県立芸術大学,美術研究科,愛知,博士課程（前期）,昼間
1208-23-23-2V03-02-1,愛知県立芸術大学,美術研究科（博士課程（前期））,愛知,博士課程（前期）,昼間
1208-23-23-2V05-02-1,愛知県立芸術大学,音楽研究科,愛知,博士課程（前期）,昼間
1208-23-23-2V05-02-1,愛知県立芸術大学,音楽研究科（博士課程（前期））,愛知,博士課程（前期）,昼間
1208-23-23-4V03-03-1,愛知県立芸術大学,美術研究科,愛知,博士課程（後期）,昼間
1208-23-23-4V03-03-1,愛知県立芸術大学,美術研究科（博士課程（後期））,愛知,博士課程（後期）,昼間
1208-23-23-4V05-03-1,愛知県立芸術大学,音楽研究科,愛知,博士課程（後期）,昼間
1208-23-23-4V05-03-1,愛知県立芸術大学,音楽研究科（博士課程（後期））,愛知,博士課程（後期）,昼間
1215-24-24-1M09-01-1,三重県立看護大学,看護学研究科,三重,修士課程,昼間
1215-24-24-1M09-01-1,三重県立看護大学,看護学研究科（修士課程）,三重,修士課程,昼間
1215-24-24-1M12-00-1,三重県立看護大学,看護学部,三重,,昼間
1216-25-25-1G01-00-1,滋賀県立大学,工学部,滋賀,,昼間
1216-25-25-1M36-00-1,滋賀県立大学,人間看護学部,滋賀,,昼間
1216-25-25-1M49-01-1,滋賀県立大学,人間看護学研究科,滋賀,修士課程,昼間
1216-25-25-1M49-01-1,滋賀県立大学,人間看護学研究科（修士課程）,滋賀,修士課程,昼間
1216-25-25-1X49-00-1,滋賀県立大学,環境科学部,滋賀,,昼間
1216-25-25-1X50-00-1,滋賀県立大学,人間文化学部,滋賀,,昼間
1216-25-25-1Z99-00-1,滋賀県立大学,いずれの学部にも所属しない聴講生・研究生等,滋賀,,昼間
1216-25-25-2G01-02-1,滋賀県立大学,工学研究科,滋賀,博士課程（前期）,昼間
1216-25-25-2G01-02-1,滋賀県立大学,工学研究科（博士課程(前期)）,滋賀,博士課程（前期）,昼間
1216-25-25-2X06-02-1,滋賀県立大学,環境科学研究科,滋賀,博士課程（前期）,昼間
1216-25-25-2X06-02-1,滋賀県立大学,環境科学研究科（博士課程(前期)）,滋賀,博士課程（前期）,昼間
1216-25-25-2X23-02-1,滋賀県立大学,人間文化学研究科,滋賀,博士課程（前期）,昼間
1216-25-25-2X23-02-1,滋賀県立大学,人間文化学研究科（博士課程(前期)）,滋賀,博士課程（前期）,昼間
1216-25-25-4G01-03-1,滋賀県立大学,工学研究科,滋賀,博士課程（後期）,昼間
1216-25-25-4G01-03-1,滋賀県立大学,工学研究科（博士課程(後期)）,滋賀,博士課程（後期）,昼間
1216-25-25-4X06-03-1,滋賀県立大学,環境科学研究科,滋賀,博士課程（後期）,昼間
1216-25-25-4X06-03-1,滋賀県立大学,環境科学研究科（博士課程(後期)）,滋賀,博士課程（後期）,昼間
1216-25-25-4X23-03-1,滋賀県立大学,人間文化学研究科,滋賀,博士課程（後期）,昼間
1216-25-25-4X23-03-1,滋賀県立大学,人間文化学研究科（博士課程(後期)）,滋賀,博士課程（後期）,昼間
1217-23-23-1A05-00-1,愛知県立大学,外国語学部,愛知県,,昼間
1217-23-23-1A11-00-1,愛知県立大学,日本文化学部,愛知県,,昼間
1217-23-23-1E02-00-1,愛知県立大学,情報科学部,愛知県,,昼間
1217-23-23-1Y21-00-1,愛知県立大学,教育福祉学部,愛知県,,昼間
1217-23-23-2A39-02-1,愛知県立大学,人間発達学研究科,愛知県,博士課程（前期）,昼間
1217-23-23-2A39-02-1,愛知県立大学,人間発達学研究科（博士課程（前期））,愛知県,博士課程（前期）,昼間
1217-23-23-2G11-02-1,愛知県立大学,情報科学研究科,愛知県,博士課程（前期）,昼間
1217-23-23-2G11-02-1,愛知県立大学,情報科学研究科（博士課程（前期））,愛知県,博士課程（前期）,昼間
1217-23-23-2X16-02-1,愛知県立大学,国際文化研究科,愛知県,博士課程（前期）,昼間
1217-23-23-2X16-02-1,愛知県立大学,国際文化研究科（博士課程（前期））,愛知県,博士課程（前期）,昼間
1217-23-23-4A39-03-1,愛知県立大学,人間発達学研究科,愛知県,博士課程（後期）,昼間
1217-23-23-4A39-03-1,愛知県立大学,人間発達学研究科（博士課程（後期））,愛知県,博士課程（後期）,昼間
1217-23-23-4G11-03-1,愛知県立大学,情報科学研究科,愛知県,博士課程（後期）,昼間
1217-23-23-4G11-03-1,愛知県立大学,情報科学研究科（博士課程（後期））,愛知県,博士課程（後期）,昼間
1217-23-23-4X16-03-1,愛知県立大学,国際文化研究科,愛知県,博士課程（後期）,昼間
1217-23-23-4X16-03-1,愛知県立大学,国際文化研究科（博士課程（後期））,愛知県,博士課程（後期）,昼間
1217-52-23-1M12-00-1,愛知県立大学,看護学部,愛知県,,昼間
1217-52-23-1Z99-00-1,愛知県立大学,いずれの学部にも所属しない聴講生・研究生等,愛知県,,昼間
1217-52-23-2M09-02-1,愛知県立大学,看護学研究科,愛知県,博士課程（前期）,昼間
1217-52-23-2M09-02-1,愛知県立大学,看護学研究科（博士課程（前期））,愛知県,博士課程（前期）,昼間
1217-52-23-4M09-03-1,愛知県立大学,看護学研究科,愛知県,博士課程（後期）,昼間
1217-52-23-4M09-03-1,愛知県立大学,看護学研究科（博士課程（後期））,愛知県,博士課程（後期）,昼間
1228-53-26-1M01-01-1,京都府立医科大学,医学研究科,京都市,修士課程,昼間
1228-53-26-1M01-01-1,京都府立医科大学,医学研究科（修士課程）,京都市,修士課程,昼間
1228-53-26-1M04-00-1,京都府立医科大学,医学部（修業年限４年）,京都市,,昼間
1228-53-26-1M04-00-1,京都府立医科大学,医学部（保健学科）,京都市,,昼間
1228-53-26-2M41-02-1,京都府立医科大学,保健看護（学）研究科,京都市,博士課程（前期）,昼間
1228-53-26-2M41-02-1,京都府立医科大学,保健看護学研究科,京都市,博士課程（前期）,昼間
1228-53-26-4M02-00-1,京都府立医科大学,医学部（群）（専門課程）,京都市,,昼間
1228-53-26-4M02-00-1,京都府立医科大学,医学部（修業年限６年）,京都市,,昼間
1228-53-26-4M41-03-1,京都府立医科大学,保健看護（学）研究科,京都市,博士課程（後期）,昼間
1228-53-26-4M41-03-1,京都府立医科大学,保健看護学研究科,京都市,博士課程（後期）,昼間
1228-53-26-6M01-04-1,京都府立医科大学,医学研究科,京都市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
1229-26-26-1D36-00-1,福知山公立大学,地域経営学部,京都,,昼間
1229-26-26-1G35-00-1,福知山公立大学,情報学部,京都,,昼間
1248-55-28-1A02-01-1,神戸市外国語大学,外国語学研究科,神戸市,修士課程,昼間
1248-55-28-1A02-01-1,神戸市外国語大学,外国語学研究科（修士課程）,神戸市,修士課程,昼間
1248-55-28-1A05-00-1,神戸市外国語大学,外国語学部,神戸市,,昼間
1248-55-28-2A05-00-2,神戸市外国語大学,外国語学部,神戸市,,夜間
1248-55-28-2A05-00-2,神戸市外国語大学,外国語学部（夜間主コース）,神戸市,,夜間
1248-55-28-2A05-00-2,神戸市外国語大学,外国語学部（夜間主コース）（夜間）,神戸市,,夜間
1248-55-28-2A05-00-2,神戸市外国語大学,外国語学部第２部,神戸市,,夜間
1248-55-28-2A05-00-2,神戸市外国語大学,外国語学部第２部（夜間）,神戸市,,夜間
1248-55-28-4A02-03-1,神戸市外国語大学,外国語学研究科,神戸市,博士課程（後期）,昼間
1248-55-28-4A02-03-1,神戸市外国語大学,外国語学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
1258-55-28-1M09-01-1,神戸市看護大学,看護学研究科,神戸市,修士課程,昼間
1258-55-28-1M12-00-1,神戸市看護大学,看護学部,神戸市,,昼間
1258-55-28-4M09-03-1,神戸市看護大学,看護学研究科,神戸市,博士課程（後期）,昼間
1258-55-28-4M09-03-1,神戸市看護大学,看護学研究科（博士後期）,神戸市,博士課程（後期）,昼間
1263-28-28-1E01-00-1,兵庫県立大学,理学部,兵庫,,昼間
1263-28-28-1G01-00-1,兵庫県立大学,工学部,兵庫,,昼間
1263-28-28-1M12-00-1,兵庫県立大学,看護学部,兵庫,,昼間
1263-28-28-1X67-00-1,兵庫県立大学,環境人間学部,兵庫,,昼間
1263-28-28-2D55-02-1,兵庫県立大学,地域資源マネジメント研究科,兵庫,博士課程（前期）,昼間
1263-28-28-2E01-02-1,兵庫県立大学,理学研究科,兵庫,博士課程（前期）,昼間
1263-28-28-2E25-02-1,兵庫県立大学,物質理学研究科,兵庫,博士課程（前期）,昼間
1263-28-28-2E25-02-1,兵庫県立大学,物質理学研究科（博士課程(前期)）,兵庫,博士課程（前期）,昼間
1263-28-28-2E25-02-1,兵庫県立大学,物質理学研究科（博士前期課程）,兵庫,博士課程（前期）,昼間
1263-28-28-2G01-02-1,兵庫県立大学,工学研究科,兵庫,博士課程（前期）,昼間
1263-28-28-2G01-02-1,兵庫県立大学,工学研究科（博士課程(前期)）,兵庫,博士課程（前期）,昼間
1263-28-28-2G01-02-1,兵庫県立大学,工学研究科（博士前期課程）,兵庫,博士課程（前期）,昼間
1263-28-28-2M09-02-1,兵庫県立大学,看護学研究科,兵庫,博士課程（前期）,昼間
1263-28-28-2M09-02-1,兵庫県立大学,看護学研究科（博士課程(前期)）,兵庫,博士課程（前期）,昼間
1263-28-28-2M09-02-1,兵庫県立大学,看護学研究科（博士前期課程）,兵庫,博士課程（前期）,昼間
1263-28-28-2Y05-02-1,兵庫県立大学,環境人間学研究科,兵庫,博士課程（前期）,昼間
1263-28-28-3M09-05-1,兵庫県立大学,看護学研究科,兵庫,博士課程(一貫),昼間
1263-28-28-4D55-03-1,兵庫県立大学,地域資源マネジメント研究科,兵庫,博士課程（後期）,昼間
1263-28-28-4D55-03-1,兵庫県立大学,地域資源マネジメント研究科（博士後期課程）,兵庫,博士課程（後期）,昼間
1263-28-28-4E01-03-1,兵庫県立大学,理学研究科,兵庫,博士課程（後期）,昼間
1263-28-28-4G01-03-1,兵庫県立大学,工学研究科,兵庫,博士課程（後期）,昼間
1263-28-28-4G01-03-1,兵庫県立大学,工学研究科（博士課程(後期)）,兵庫,博士課程（後期）,昼間
1263-28-28-4G01-03-1,兵庫県立大学,工学研究科（博士後期課程）,兵庫,博士課程（後期）,昼間
1263-28-28-4M09-03-1,兵庫県立大学,看護学研究科,兵庫,博士課程（後期）,昼間
1263-28-28-4M09-03-1,兵庫県立大学,看護学研究科（博士課程(後期)）,兵庫,博士課程（後期）,昼間
1263-28-28-4M09-03-1,兵庫県立大学,看護学研究科（博士後期課程）,兵庫,博士課程（後期）,昼間
1263-28-28-4Y05-03-1,兵庫県立大学,環境人間学研究科,兵庫,博士課程（後期）,昼間
1263-28-28-5M09-06-1,兵庫県立大学,看護学研究科,兵庫,博士課程（医歯薬学、獣医学関係以外の一貫制課程3～5年次）,昼間
1263-28-28-AZ07-07-1,兵庫県立大学,緑環境景観マネジメント研究科,兵庫,専門職学位課程,昼間
1263-28-28-AZ07-07-1,兵庫県立大学,緑環境景観マネジメント研究科（専門職学位課程）,兵庫,専門職学位課程,昼間
1263-55-28-1C06-01-1,兵庫県立大学,社会科学研究科,兵庫県,修士課程,昼間
1263-55-28-1C09-00-1,兵庫県立大学,経済学部,神戸市,,昼間
1263-55-28-1C09-01-1,兵庫県立大学,経済学研究科,神戸市,修士課程,昼間
1263-55-28-1C09-01-1,兵庫県立大学,経済学研究科（修士課程）,神戸市,修士課程,昼間
1263-55-28-1C27-00-1,兵庫県立大学,経営学部,神戸市,,昼間
1263-55-28-1D47-00-1,兵庫県立大学,国際商経学部,神戸市,,昼間
1263-55-28-1G65-00-1,兵庫県立大学,社会情報科学部,神戸市,,昼間
1263-55-28-2C06-02-1,兵庫県立大学,社会科学研究科,神戸市,博士課程（前期）,昼間
1263-55-28-2C09-02-1,兵庫県立大学,経済学研究科,神戸市,博士課程（前期）,昼間
1263-55-28-2C09-02-1,兵庫県立大学,経済学研究科（博士課程(前期)）,神戸市,博士課程（前期）,昼間
1263-55-28-2C09-02-1,兵庫県立大学,経済学研究科（博士前期課程）,神戸市,博士課程（前期）,昼間
1263-55-28-2G11-02-1,兵庫県立大学,情報科学研究科,神戸市,博士課程（前期）,昼間
1263-55-28-2Y31-02-1,兵庫県立大学,応用情報科学研究科,神戸市,博士課程（前期）,昼間
1263-55-28-2Z55-02-1,兵庫県立大学,減災復興政策研究科,神戸市,博士課程（前期）,昼間
1263-55-28-4C06-03-1,兵庫県立大学,社会科学研究科,神戸市,博士課程（後期）,昼間
1263-55-28-4C09-03-1,兵庫県立大学,経済学研究科,神戸市,博士課程（後期）,昼間
1263-55-28-4C09-03-1,兵庫県立大学,経済学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
1263-55-28-4C09-03-1,兵庫県立大学,経済学研究科（博士後期課程）,神戸市,博士課程（後期）,昼間
1263-55-28-4C38-03-1,兵庫県立大学,経営学研究科,神戸市,博士課程（後期）,昼間
1263-55-28-4C38-03-1,兵庫県立大学,経営学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
1263-55-28-4C38-03-1,兵庫県立大学,経営学研究科（博士後期課程）,神戸市,博士課程（後期）,昼間
1263-55-28-4E32-03-1,兵庫県立大学,シミュレーション学研究科,神戸市,博士課程（後期）,昼間
1263-55-28-4E32-03-1,兵庫県立大学,シミュレーション学研究科（博士後期課程）,神戸市,博士課程（後期）,昼間
1263-55-28-4G11-03-1,兵庫県立大学,情報科学研究科,神戸市,博士課程（後期）,昼間
1263-55-28-4Y31-03-1,兵庫県立大学,応用情報科学研究科,神戸市,博士課程（後期）,昼間
1263-55-28-4Y31-03-1,兵庫県立大学,応用情報科学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
1263-55-28-4Y31-03-1,兵庫県立大学,応用情報科学研究科（博士後期課程）,神戸市,博士課程（後期）,昼間
1263-55-28-4Z55-03-1,兵庫県立大学,減災復興政策研究科,神戸市,博士課程（後期）,昼間
1263-55-28-AC06-07-1,兵庫県立大学,社会科学研究科,神戸市,専門職学位課程,昼間
1263-55-28-AD26-07-1,兵庫県立大学,経営研究科,神戸市,専門職学位課程,昼間
1264-29-29-1M01-01-1,奈良県立医科大学,医学研究科,奈良,修士課程,昼間
1264-29-29-1M01-01-1,奈良県立医科大学,医学研究科（修士課程）,奈良,修士課程,昼間
1264-29-29-1M04-00-1,奈良県立医科大学,医学部（看護学科）,奈良,,昼間
1264-29-29-1M04-00-1,奈良県立医科大学,医学部（看護学科）（修業年限４年）,奈良,,昼間
1264-29-29-1M04-00-1,奈良県立医科大学,医学部（修業年限４年）,奈良,,昼間
1264-29-29-2M09-02-1,奈良県立医科大学,看護学研究科,奈良,博士課程（前期）,昼間
1264-29-29-4M02-00-1,奈良県立医科大学,医学部,奈良,,昼間
1264-29-29-4M02-00-1,奈良県立医科大学,医学部（群）（専門課程）,奈良,,昼間
1264-29-29-4M02-00-1,奈良県立医科大学,医学部（修業年限６年）,奈良,,昼間
1264-29-29-4M02-00-1,奈良県立医科大学,医学部（専門課程）（修業年限６年）,奈良,,昼間
1264-29-29-6M01-04-1,奈良県立医科大学,医学研究科,奈良,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
1264-29-29-6M01-04-1,奈良県立医科大学,医学研究科（博士課程(一貫)）,奈良,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
1266-29-29-1C66-00-1,奈良県立大学,地域創造学部,奈良,,昼間
1268-30-30-1M01-01-1,和歌山県立医科大学,医科学研究科,和歌山,修士課程,昼間
1268-30-30-1M01-01-1,和歌山県立医科大学,医学研究科,和歌山,修士課程,昼間
1268-30-30-1M39-00-1,和歌山県立医科大学,保健看護学部,和歌山,,昼間
1268-30-30-2M41-02-1,和歌山県立医科大学,保健看護（学）研究科,和歌山,博士課程（前期）,昼間
1268-30-30-2M41-02-1,和歌山県立医科大学,保健看護学研究科,和歌山,博士課程（前期）,昼間
1268-30-30-4M02-00-1,和歌山県立医科大学,医学部（群）（専門課程）,和歌山,,昼間
1268-30-30-4M02-00-1,和歌山県立医科大学,医学部（修業年限６年）,和歌山,,昼間
1268-30-30-4M41-03-1,和歌山県立医科大学,保健看護（学）研究科,和歌山,博士課程（後期）,昼間
1268-30-30-4M41-03-1,和歌山県立医科大学,保健看護学研究科,和歌山,博士課程（後期）,昼間
1268-30-30-4M48-00-1,和歌山県立医科大学,薬学,和歌山,,昼間
1268-30-30-4M48-00-1,和歌山県立医科大学,薬学部（６年制）,和歌山,,昼間
1268-30-30-4M48-00-1,和歌山県立医科大学,薬学部（修業年限６年）,和歌山,,昼間
1268-30-30-6M01-04-1,和歌山県立医科大学,医学研究科,和歌山,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
1269-28-28-5Z69-00-1,芸術文化観光専門職大学,芸術文化・観光学部,兵庫,,昼間
1272-31-31-1C27-00-1,公立鳥取環境大学,経営学部,鳥取,,昼間
1272-31-31-1X46-00-1,公立鳥取環境大学,環境学部,鳥取,,昼間
1272-31-31-1Z37-01-1,公立鳥取環境大学,環境経営研究科,鳥取,修士課程,昼間
1277-32-32-1A18-00-1,島根県立大学,人間文化学部,島根,,昼間
1277-32-32-1C10-00-1,島根県立大学,総合政策学部,島根,,昼間
1277-32-32-1C44-00-1,島根県立大学,地域政策学部,島根,,昼間
1277-32-32-1C90-00-1,島根県立大学,国際関係学部,島根,,昼間
1277-32-32-1M32-00-1,島根県立大学,看護栄養学部,島根,,昼間
1277-32-32-2D46-02-1,島根県立大学,北東アジア開発研究科,島根,博士課程（前期）,昼間
1277-32-32-2D46-02-1,島根県立大学,北東アジア開発研究科（博士前期課程）,島根,博士課程（前期）,昼間
1277-32-32-2M09-02-1,島根県立大学,看護学研究科,島根,博士課程（前期）,昼間
1277-32-32-2M09-02-1,島根県立大学,看護学研究科（博士前期課程）,島根,博士課程（前期）,昼間
1277-32-32-4D46-03-1,島根県立大学,北東アジア開発研究科,島根,博士課程（後期）,昼間
1277-32-32-4D46-03-1,島根県立大学,北東アジア開発研究科（博士後期課程）,島根,博士課程（後期）,昼間
1277-32-32-4M09-03-1,島根県立大学,看護学研究科,島根,博士課程（後期）,昼間
1277-32-32-4M09-03-1,島根県立大学,看護学研究科（博士後期課程）,島根,博士課程（後期）,昼間
1278-33-33-1G08-00-1,岡山県立大学,情報工学部,岡山,,昼間
1278-33-33-1M26-00-1,岡山県立大学,保健福祉学部,岡山,,昼間
1278-33-33-1V08-00-1,岡山県立大学,デザイン学部,岡山,,昼間
1278-33-33-1V12-01-1,岡山県立大学,デザイン学研究科,岡山,修士課程,昼間
1278-33-33-2G22-02-1,岡山県立大学,情報系工学研究科,岡山,博士課程（前期）,昼間
1278-33-33-2G22-02-1,岡山県立大学,情報系工学研究科（前期）,岡山,博士課程（前期）,昼間
1278-33-33-2M17-02-1,岡山県立大学,保健福祉学研究科,岡山,博士課程（前期）,昼間
1278-33-33-2M17-02-1,岡山県立大学,保健福祉学研究科（前期）,岡山,博士課程（前期）,昼間
1278-33-33-4G22-03-1,岡山県立大学,情報系工学研究科,岡山,博士課程（後期）,昼間
1278-33-33-4G22-03-1,岡山県立大学,情報系工学研究科（後期）,岡山,博士課程（後期）,昼間
1278-33-33-4M17-03-1,岡山県立大学,保健福祉学研究科,岡山,博士課程（後期）,昼間
1278-33-33-4M17-03-1,岡山県立大学,保健福祉学研究科（後期）,岡山,博士課程（後期）,昼間
1279-33-33-1M29-00-1,新見公立大学,健康科学部,岡山,,昼間
1282-34-34-1K23-00-1,県立広島大学,生物資源科学部,広島,,昼間
1282-34-34-1K28-00-1,県立広島大学,生命（・）環境（科）学部（群）,広島,,昼間
1282-34-34-1K28-00-1,県立広島大学,生命環境学部,広島,,昼間
1282-34-34-1M26-00-1,県立広島大学,保健福祉学部,広島,,昼間
1282-34-34-1X15-01-1,県立広島大学,総合学術研究科,広島,修士課程,昼間
1282-34-34-1X15-01-1,県立広島大学,総合学術研究科（修士課程）,広島,修士課程,昼間
1282-34-34-2X15-02-1,県立広島大学,総合学術研究科,広島,博士課程（前期）,昼間
1282-34-34-2X15-02-1,県立広島大学,総合学術研究科（博士課程(前期)）,広島,博士課程（前期）,昼間
1282-34-34-4X15-03-1,県立広島大学,総合学術研究科,広島,博士課程（後期）,昼間
1282-34-34-4X15-03-1,県立広島大学,総合学術研究科（博士課程(後期)）,広島,博士課程（後期）,昼間
1282-60-34-1C30-00-1,県立広島大学,経営情報学部,広島市,,昼間
1282-60-34-1D32-00-1,県立広島大学,地域創生学部,広島市,,昼間
1282-60-34-1X50-00-1,県立広島大学,人間文化学部,広島市,,昼間
1282-60-34-AC42-07-1,県立広島大学,経営管理研究科,広島市,専門職学位課程,昼間
1282-60-34-AC42-07-1,県立広島大学,経営管理研究科（専門職学位課程）,広島市,専門職学位課程,昼間
1283-34-34-1A35-01-1,尾道市立大学,日本文学研究科,広島,修士課程,昼間
1283-34-34-1A35-01-1,尾道市立大学,日本文学研究科（修士課程）,広島,修士課程,昼間
1283-34-34-1C34-00-1,尾道市立大学,経済情報学部,広島,,昼間
1283-34-34-1C51-01-1,尾道市立大学,経済情報研究科,広島,修士課程,昼間
1283-34-34-1C51-01-1,尾道市立大学,経済情報研究科（修士課程）,広島,修士課程,昼間
1283-34-34-1V03-01-1,尾道市立大学,美術研究科,広島,修士課程,昼間
1283-34-34-1V03-01-1,尾道市立大学,美術研究科（修士課程）,広島,修士課程,昼間
1283-34-34-1Y04-00-1,尾道市立大学,芸術文化学部,広島,,昼間
1283-34-34-1Z99-00-1,尾道市立大学,いずれの学部にも所属しない聴講生・研究生等,広島,,昼間
1283-34-34-1Z99-00-1,尾道市立大学,経済情報学部,広島,,昼間
1287-60-34-1E02-00-1,広島市立大学,情報科学部,広島市,,昼間
1287-60-34-1V01-00-1,広島市立大学,芸術学部,広島市,,昼間
1287-60-34-1X41-00-1,広島市立大学,国際学部,広島市,,昼間
1287-60-34-1X41-00-1,広島市立大学,国際学部（群）,広島市,,昼間
1287-60-34-1Z10-01-1,広島市立大学,平和学研究科,広島市,修士課程,昼間
1287-60-34-2G11-02-1,広島市立大学,情報科学研究科,広島市,博士課程（前期）,昼間
